map_id,student_id,course_id
125410,2019,1228
126791,2019,1949
125839,2023,575
121809,2023,834
126898,2030,814
127533,2030,876
122028,2030,1359
120724,2032,794
120498,2050,654
123774,2050,1004
129547,2060,998
133628,2060,1482
125721,2062,964
131516,2062,1152
120728,2063,1522
125743,2071,1787
130497,2078,1055
125627,2081,1228
123136,2085,964
122276,2085,1754
130027,2094,1487
122330,2094,1496
126139,2094,1960
129017,2095,962
122423,2095,1948
121726,2095,1960
128991,2096,834
122776,2096,961
123875,2098,559
128059,2098,906
133803,2105,1102
134525,2105,1487
122528,2107,1228
127995,2110,1974
129791,2112,1352
120717,2116,531
133473,2116,1101
128543,2117,1034
121187,2117,1908
133809,2120,735
121100,2120,1333
124969,2124,1677
133023,2126,881
123291,2139,1333
128458,2139,1587
120118,2143,1359
130521,2143,1830
128741,2143,1834
121601,2143,1948
127613,2143,1951
134057,2145,513
134773,2145,1678
134138,2150,1830
127954,2152,1101
131586,2153,1914
124673,2159,1073
123869,2159,1960
126642,2164,973
134280,2164,1435
125578,2167,1101
131867,2167,1524
134289,2169,998
130844,2170,759
129214,2170,1524
124870,2174,624
133459,2174,1409
123553,2176,1830
130654,2189,1670
121526,2206,1060
120933,2210,1365
128057,2210,1524
123984,2217,1057
127541,2225,1034
121375,2243,1184
131277,2272,618
133268,2272,998
121900,2279,735
122482,2279,915
129725,2279,1834
124912,2297,1538
129474,2302,1036
124762,2302,1678
125837,2304,834
121515,2304,1340
131661,2305,1787
124996,2305,1948
131811,2311,964
122692,2311,1757
127110,2320,1678
124585,2320,1914
128939,2321,584
125849,2322,735
133620,2322,1005
123596,2325,808
127084,2325,1409
125549,2335,1101
131897,2337,624
131302,2337,876
120995,2337,1164
130944,2346,1517
134666,2351,1422
128334,2352,756
132655,2360,531
122434,2363,531
122018,2366,618
123843,2366,1164
134568,2369,1152
130111,2371,792
130481,2371,962
129650,2384,964
134816,2392,1005
134123,2392,1435
128262,2410,1055
122188,2410,1830
121273,2410,1913
120412,2411,759
132231,2412,618
122151,2412,1677
120639,2416,573
133318,2416,1176
128617,2416,1435
127251,2416,1787
128522,2421,1365
123410,2424,1913
132215,2437,1834
134732,2438,1057
124218,2441,911
122315,2441,1202
122507,2442,876
128345,2442,1974
128551,2444,1496
134743,2457,513
123326,2457,808
124708,2458,1496
134306,2465,624
134466,2465,1101
132844,2465,1754
128126,2466,1951
126032,2482,618
132267,2482,834
122880,2495,1951
130712,2497,1253
131255,2520,1036
123457,2522,573
133612,2522,911
131781,2522,1152
125808,2522,1422
123354,2526,1670
125180,2530,735
133297,2534,531
134878,2535,794
122247,2535,998
134967,2535,1352
132374,2535,1487
133635,2540,654
130327,2540,901
133336,2540,1005
127261,2541,1253
133283,2546,1678
127628,2547,901
121937,2547,1176
127827,2547,1300
130316,2547,1984
120240,2551,513
134410,2551,1677
120090,2551,1778
121314,2564,1553
127691,2564,1678
134380,2564,1913
132915,2566,1300
122415,2566,1340
131924,2571,1908
128293,2572,1333
123076,2575,814
120050,2580,808
131122,2580,1553
128538,2583,669
123101,2583,876
123669,2585,1253
131659,2586,1176
130596,2589,756
129417,2589,1228
123917,2603,947
120757,2612,1184
124668,2618,759
121749,2628,808
133720,2628,1908
129676,2629,531
127282,2630,575
126681,2630,759
133392,2637,808
122467,2637,1036
123332,2637,1333
131367,2637,1949
126481,2638,906
125565,2638,911
128639,2645,858
129641,2645,1164
123138,2645,1228
121367,2650,1598
124815,2650,1949
120519,2651,1496
125925,2651,1678
128846,2651,1913
129531,2651,1951
127495,2657,575
126273,2657,1422
131778,2657,1524
129299,2663,1435
125251,2670,1524
129870,2670,1553
120123,2670,1974
125401,2692,1333
122070,2692,1598
123681,2692,1754
133811,2708,1553
123425,2710,618
134842,2710,1598
122830,2713,901
126655,2713,911
121206,2713,1352
132241,2730,584
123429,2730,759
133076,2737,1300
120396,2737,1778
123318,2741,1914
129277,2746,1184
126781,2761,1343
129486,2762,1300
132150,2762,1948
131589,2781,1036
131306,2781,1253
120426,2787,624
121800,2787,701
131163,2787,1555
121108,2789,906
131653,2789,911
128392,2789,947
122704,2789,1524
120744,2789,1757
126875,2791,1005
130259,2791,1170
131577,2798,531
126339,2798,654
120023,2798,1987
129418,2812,1948
127565,2814,1409
122193,2814,1778
132609,2815,669
128110,2815,964
123773,2815,1170
122480,2828,756
124443,2837,575
133717,2837,1754
125838,2840,1055
134635,2847,915
123205,2851,881
130886,2851,998
130273,2857,858
128821,2863,1340
129360,2863,1948
127215,2864,1004
131469,2864,1700
120722,2873,962
131377,2873,1057
127293,2876,654
134533,2876,1374
121844,2876,1787
133930,2876,1951
127850,2877,1005
126683,2886,1538
125560,2887,792
122209,2887,1102
133028,2887,1228
134065,2892,973
122602,2893,1365
132210,2894,573
120129,2894,712
122878,2894,1524
131602,2902,1152
131291,2920,881
130848,2920,1359
131773,2920,1949
127073,2926,759
121366,2926,858
132065,2927,1343
134281,2932,575
133835,2932,962
134895,2932,1340
122713,2932,1359
124605,2933,911
133865,2934,1164
129030,2935,947
133804,2938,1164
123058,2959,1670
120262,2959,1974
123981,2965,712
121609,2965,808
123395,2965,1675
130126,2971,1152
129335,2971,1212
126104,2971,1757
129939,2971,1778
133451,2982,1292
125773,2982,1948
123622,2992,1216
124164,2992,1253
127730,3000,1496
120566,3000,1834
133924,3010,1778
129032,3012,1352
122393,3018,654
120365,3018,876
128205,3019,712
128812,3020,654
125090,3020,961
122915,3033,513
121698,3033,1538
128344,3037,1216
124352,3037,1374
129012,3037,1587
126126,3037,1675
123253,3041,1300
121152,3046,916
122642,3047,559
133396,3051,531
125203,3071,947
123012,3071,1496
128491,3074,1152
132704,3074,1908
120186,3085,573
129201,3085,1678
134487,3085,1949
120921,3109,1538
133653,3126,916
121441,3126,1834
129371,3128,1164
130350,3128,1333
121773,3128,1522
127105,3132,1522
124930,3135,1409
124414,3135,1555
125628,3135,1757
126062,3136,998
131542,3136,1778
120821,3136,1960
122913,3137,1005
128570,3137,1496
123726,3137,1754
127493,3137,1951
134395,3138,1352
124373,3151,701
130579,3151,947
122477,3165,584
123740,3165,906
129942,3165,1202
131620,3165,1555
122159,3170,1005
132819,3170,1212
131768,3184,915
122409,3185,1754
130646,3196,814
120041,3199,1343
131903,3199,1524
120682,3203,1055
126409,3203,1984
120944,3206,961
126826,3206,1176
120702,3206,1202
130208,3206,1517
127276,3229,1678
127146,3232,1435
128572,3233,794
134174,3234,814
131384,3239,1359
133872,3239,1678
121714,3242,1365
124991,3243,1522
133220,3243,1678
124763,3270,654
122938,3273,998
131444,3274,808
133916,3288,759
131815,3288,858
129393,3293,973
122232,3294,618
123169,3294,1754
125068,3310,808
130319,3310,1913
128241,3322,701
134926,3322,1948
121116,3323,1340
129941,3340,759
124983,3340,1055
120731,3340,1538
128171,3340,1757
133416,3341,756
120056,3341,1184
124956,3342,584
134430,3342,906
125727,3345,1073
122600,3345,1675
131034,3348,947
128049,3351,881
132258,3351,1913
132905,3356,1055
131042,3356,1571
128013,3357,1587
130308,3365,998
128537,3365,1034
124840,3365,1598
127588,3365,1678
128306,3365,1778
127078,3370,759
120231,3370,1073
121778,3370,1496
131376,3370,1678
130610,3370,1908
122558,3371,1754
133881,3371,1787
122008,3374,1482
125713,3374,1830
134803,3379,735
131347,3379,915
133648,3388,881
128166,3388,1164
120917,3390,881
122152,3390,1524
125262,3401,531
129282,3401,654
123077,3401,1834
133215,3410,834
125158,3411,573
129175,3415,1202
133279,3417,1034
126957,3417,1598
129042,3417,1960
124403,3418,901
134481,3420,1292
133826,3447,1102
124459,3450,513
131528,3450,1359
130085,3456,1184
130611,3464,1164
127143,3464,1359
134358,3469,915
133566,3469,1228
129354,3469,1984
126927,3503,1409
124803,3505,573
120749,3506,1036
125674,3506,1678
130687,3506,1754
129781,3506,1951
126722,3509,573
132310,3509,1343
130640,3514,964
126986,3514,1102
122302,3514,1974
123808,3517,858
131264,3517,1522
130549,3518,1778
120851,3524,712
134889,3524,1496
122788,3527,834
122329,3527,1343
129839,3530,962
131875,3533,947
129845,3533,1757
133800,3535,1359
124931,3535,1987
120273,3540,575
121437,3540,794
127048,3540,1984
126050,3547,766
122226,3547,901
132326,3547,1216
125183,3547,1333
126463,3550,1164
132504,3555,1571
123362,3561,1587
131319,3561,1830
122039,3570,915
124182,3570,1908
124087,3573,1202
124539,3573,1228
126152,3573,1300
125575,3584,712
126313,3584,1333
133550,3585,1005
132621,3585,1055
121506,3585,1538
134067,3585,1553
130163,3587,1496
131678,3589,1951
123361,3594,624
130292,3600,915
127288,3600,1914
123275,3609,618
124953,3609,1555
125589,3618,1517
129026,3618,1960
126988,3624,573
134386,3624,1553
126094,3624,1571
125375,3636,1340
125859,3648,1060
128702,3660,1170
134752,3663,962
131134,3663,1202
125943,3664,1057
125182,3664,1365
120025,3664,1675
121062,3670,756
123800,3670,1228
120295,3670,1555
134659,3678,1170
121846,3678,1974
121306,3679,814
125845,3679,1152
123798,3682,1176
128971,3682,1496
131961,3684,1948
120638,3703,834
127657,3703,1253
132962,3706,973
132208,3711,701
125717,3711,1522
122684,3724,792
123238,3724,808
130441,3724,973
123561,3731,1101
122179,3732,911
127319,3735,1700
132503,3743,1212
131845,3751,906
123452,3751,961
120696,3751,1176
134916,3751,1974
134540,3758,1060
120999,3762,1004
133999,3762,1005
125920,3762,1487
121482,3763,1538
121335,3763,1987
134539,3777,1951
127499,3779,947
132136,3783,712
133334,3783,901
132558,3783,1913
123116,3785,876
132300,3785,1359
125755,3785,1754
131493,3786,1754
127475,3790,1538
126940,3791,1184
128966,3791,1948
132440,3792,1984
133914,3806,1102
122173,3809,1908
123315,3810,1913
128195,3810,1949
127738,3821,575
122146,3821,876
127242,3821,1101
131938,3830,1678
124011,3835,573
131870,3836,701
134504,3836,961
134411,3836,1253
124318,3843,794
122251,3843,1036
128329,3843,1202
124193,3843,1522
134391,3846,1212
123819,3849,808
129674,3849,962
124181,3890,1101
120814,3890,1524
132535,3891,513
120242,3891,1253
127304,3891,1555
123215,3891,1951
134651,3895,669
130230,3898,1055
130759,3898,1359
120993,3898,1700
130741,3898,1914
125524,3908,1522
134821,3911,1170
128676,3912,1060
131203,3912,1333
123437,3912,1517
133237,3939,973
122063,3939,1228
130127,3944,618
123387,3948,1216
121852,3950,1333
131745,3950,1522
134029,3950,1675
120778,3954,1948
125054,3956,911
124921,3956,1834
134268,3971,1055
134400,3971,1587
134455,3976,1754
125166,3976,1914
124066,3992,1834
124973,4006,1170
130008,4010,792
128656,4010,881
121839,4010,1834
125218,4013,1482
132455,4019,669
134617,4019,911
133706,4019,962
126012,4019,1675
132662,4019,1913
125685,4025,1517
128621,4035,1212
125418,4035,1524
120450,4036,513
127496,4036,766
125387,4036,792
121232,4036,1359
131766,4036,1587
121315,4043,808
126984,4043,1228
131537,4051,961
132064,4060,1949
127858,4071,1228
128568,4077,1787
130476,4078,1073
130862,4080,1333
129359,4084,756
129557,4094,792
121087,4094,1164
132240,4094,1700
130775,4102,1598
126224,4102,1960
134040,4106,575
128940,4106,756
126266,4112,531
132733,4112,759
121170,4112,876
121279,4112,1184
120341,4112,1670
126899,4112,1830
130763,4112,1948
132035,4114,834
133897,4120,834
123276,4128,1004
125233,4133,1974
131885,4147,1553
133969,4148,573
128231,4149,584
121301,4149,1292
129823,4149,1422
134056,4149,1538
122675,4150,916
126548,4150,1677
122362,4159,584
129745,4159,1974
134883,4171,559
134726,4171,1670
121657,4187,654
127900,4192,1553
130402,4193,1034
127696,4193,1757
123061,4198,964
126848,4198,1435
127178,4203,1522
126186,4209,1352
134448,4209,1435
124378,4216,1754
130650,4217,1675
120461,4238,911
131427,4251,624
124924,4251,766
121853,4272,1212
131028,4272,1948
121458,4292,584
125576,4308,759
128273,4308,1948
127207,4312,962
124431,4312,1202
120712,4315,1949
123156,4322,573
126995,4322,1834
134091,4323,735
134841,4323,1228
123199,4327,1060
130039,4340,834
127289,4340,1482
131024,4340,1675
130471,4357,1422
133851,4361,961
123839,4361,1073
129560,4371,1073
132863,4371,1202
121041,4376,1598
128932,4384,712
127446,4384,964
131156,4384,1170
123297,4385,531
131575,4385,1374
133246,4390,1482
120754,4403,701
123216,4403,1487
131480,4414,624
122090,4414,701
121131,4414,1004
120263,4414,1913
128036,4423,916
123228,4428,1164
124194,4428,1522
124767,4429,1102
123864,4429,1834
128514,4448,1587
129878,4451,1352
133796,4456,947
131104,4456,1677
125511,4458,808
126017,4458,876
130260,4458,998
128311,4458,1036
124148,4458,1409
123533,4458,1496
131228,4460,1101
120067,4460,1987
121649,4468,1216
128271,4468,1670
123287,4469,756
128020,4469,1522
128581,4481,1670
134026,4483,575
128113,4483,1359
126285,4508,575
133274,4508,876
128459,4511,794
121953,4511,962
126653,4511,973
125584,4517,573
134594,4517,1034
133693,4517,1409
133002,4517,1908
133043,4526,735
129800,4526,1300
132889,4526,1496
121130,4527,1352
121173,4559,1409
123532,4560,915
133450,4560,1496
124113,4567,792
122553,4567,1333
133838,4567,1553
120068,4571,712
133587,4571,1496
132607,4575,756
134819,4575,814
122269,4586,1675
132986,4586,1778
122473,4588,1830
129438,4590,834
122561,4590,1517
125048,4591,766
122020,4601,1960
120390,4637,1359
127074,4637,1908
129218,4637,1984
127615,4643,1487
122149,4647,1365
124364,4647,1670
121944,4652,858
133227,4652,915
121585,4652,1677
134194,4676,766
132988,4677,1184
124161,4677,1517
120875,4683,1333
134884,4683,1757
129915,4683,1914
125064,4688,1057
125968,4688,1340
122546,4699,559
131660,4699,1754
131949,4701,1908
128404,4706,513
127964,4706,1343
120571,4708,1678
120413,4712,1216
134443,4720,947
130559,4720,1202
126888,4720,1778
120020,4725,756
120403,4725,962
124884,4733,1987
132720,4735,961
122082,4735,1487
126614,4735,1908
123747,4735,1948
120184,4736,669
130356,4736,792
131176,4741,792
124133,4741,1908
134741,4757,1034
123106,4761,964
129654,4761,1675
134800,4762,1587
125419,4762,1951
126720,4769,1365
125156,4769,1948
133295,4771,1060
133199,4772,814
128981,4778,756
127396,4778,858
124165,4778,1073
122972,4778,1913
122428,4781,1300
133369,4781,1553
129161,4797,1365
125927,4797,1778
134434,4799,559
133298,4799,756
133228,4799,1359
130784,4804,1949
126011,4813,735
119985,4813,756
133467,4813,1073
123289,4814,1522
127361,4817,766
132355,4817,947
131852,4817,1352
130249,4817,1496
123562,4817,1984
129632,4819,808
130555,4819,1292
127342,4825,1974
131812,4831,584
130002,4831,1951
128521,4832,712
125143,4838,1571
127728,4838,1675
132416,4842,766
129836,4842,1343
120780,4842,1555
129198,4849,1435
133956,4864,766
130240,4865,911
127139,4865,1228
131057,4865,1678
123440,4885,1004
128512,4889,669
133918,4893,911
131609,4916,513
133054,4916,624
131588,4916,1517
126799,4933,1060
133019,4933,1553
131406,4933,1678
126080,4935,961
131238,4939,1228
126511,4942,624
132771,4944,1555
122204,4947,808
126109,4950,876
124574,4950,1292
127670,4953,584
133359,4953,915
127937,4953,1670
120138,4953,1960
122910,4959,618
133017,4959,1073
123805,4959,1830
130701,4974,531
124543,4978,906
132143,4979,1292
128804,4979,1522
128828,4982,1292
124288,4985,1300
120810,4992,973
131988,4992,1496
122742,4994,834
128103,4994,1333
129909,4995,756
132160,4995,964
130674,4995,1352
128150,4995,1359
121133,5014,1587
128997,5022,1365
122390,5029,1555
120734,5035,618
132057,5035,1522
131250,5062,814
131763,5062,901
121879,5062,1202
121570,5062,1787
125715,5073,624
132768,5073,1073
128183,5078,1055
134755,5080,584
131216,5080,1102
128242,5080,1170
122360,5100,962
130102,5107,814
126162,5107,1487
125786,5108,531
121966,5129,712
120976,5129,964
124828,5129,1036
122654,5131,858
120679,5135,1422
131973,5135,1553
120356,5135,1587
127375,5143,618
131456,5152,1034
130802,5152,1057
134975,5152,1300
133990,5158,573
132113,5158,766
131060,5158,911
124353,5158,1757
124624,5158,1914
123982,5178,575
124769,5178,624
121283,5178,794
129308,5181,1036
134293,5181,1949
131312,5185,712
127710,5185,998
120825,5185,1974
133888,5187,1571
130445,5187,1677
120013,5187,1914
120437,5187,1948
130122,5188,756
123961,5188,1555
127857,5188,1984
120166,5190,618
123427,5191,1176
123293,5193,1300
125614,5193,1678
127033,5203,1170
134282,5208,962
124818,5208,1333
122690,5231,858
125829,5239,947
125622,5239,1538
133598,5240,624
127020,5240,1228
125319,5249,624
126860,5249,998
131284,5253,808
131694,5256,756
122634,5256,1908
127610,5256,1974
132802,5263,1057
122377,5263,1598
127309,5263,1677
125535,5268,513
133191,5268,1522
128753,5270,814
124653,5279,669
121524,5279,911
126314,5279,964
126858,5279,1004
133353,5279,1830
129326,5279,1913
127534,5280,1034
127184,5280,1176
126819,5280,1343
130699,5280,1522
134196,5284,1675
129097,5286,876
130265,5286,906
121189,5286,1057
122710,5286,1487
127243,5287,712
132824,5287,998
128498,5287,1830
124085,5291,1598
123399,5291,1677
128608,5292,712
130627,5292,1678
124002,5292,1754
122554,5301,915
123813,5301,1352
130925,5301,1948
130749,5302,1365
132574,5305,531
134531,5305,808
122038,5307,814
127805,5307,964
131448,5307,1253
132650,5312,1949
126909,5327,1055
120761,5327,1435
121813,5328,531
121604,5328,1670
123266,5330,559
129028,5330,1951
129256,5332,1700
132148,5333,1004
130882,5339,559
127286,5339,1914
123484,5347,1036
121762,5348,1914
120142,5351,1670
125003,5360,1352
121644,5368,1524
129658,5379,1974
128662,5387,1212
120526,5387,1482
125973,5389,1216
129999,5389,1292
130742,5389,1700
134005,5390,1365
125123,5390,1787
129875,5395,1374
127085,5416,1333
129148,5418,1216
128261,5429,911
125848,5429,1984
121922,5436,654
129858,5436,808
123345,5436,947
121145,5441,513
130796,5441,1152
130001,5447,962
121806,5449,701
126445,5449,808
129376,5450,834
130241,5458,1300
120657,5463,1677
124582,5465,1060
131699,5465,1164
124798,5465,1524
127490,5465,1787
124070,5472,1677
124337,5479,1101
128993,5479,1292
125873,5491,654
128938,5491,1422
120052,5491,1951
133707,5496,712
134401,5496,1292
130805,5496,1422
128096,5498,1292
128948,5504,513
121294,5504,1057
131549,5505,947
120913,5520,1005
123274,5520,1409
121827,5523,1292
130472,5523,1571
127886,5527,834
131162,5543,669
128294,5547,1005
131501,5547,1359
134151,5548,814
132311,5548,881
128227,5548,1571
133374,5551,1700
132056,5568,881
123301,5568,1670
126577,5574,584
123733,5574,1675
133622,5583,1974
130504,5605,669
129125,5608,947
120925,5608,1359
129209,5608,1374
127397,5611,1678
121481,5622,654
125522,5622,1216
122339,5625,1778
131342,5626,531
124825,5626,834
128785,5626,1005
133573,5637,1984
134318,5647,792
123944,5647,1984
130877,5657,792
133692,5660,1482
128213,5662,1034
121551,5664,1435
133554,5664,1670
132194,5665,559
134850,5670,766
121368,5676,618
129168,5677,1164
120625,5682,735
125769,5682,834
128869,5682,876
127445,5682,1913
133175,5683,1677
130361,5685,1228
122406,5702,794
128513,5702,1365
127163,5716,1004
123838,5721,624
132507,5721,1073
124987,5721,1951
128914,5723,947
124867,5731,735
128575,5734,584
127526,5734,1678
123284,5737,916
124982,5737,1948
125369,5738,858
129715,5738,1435
134348,5738,1587
120088,5747,1170
130166,5755,1482
128541,5757,513
131464,5757,669
121212,5758,654
123903,5758,881
132179,5758,1487
134456,5770,1101
130766,5772,794
134886,5772,1004
132620,5774,1057
128827,5774,1830
131173,5782,901
128542,5784,1778
